176, 12.8, 9.2, 15.3, 14.6
177, 14.0, 8.7, 25.3, 19.9
178, 15.0, 5.8, 20.2, 16.6
179, 11.9, 4.5, 23.0, 7.9
180, 22.0, 6.4, 24.2, 13.8
181, 20.3, 14.4, 23.9, 19.6
182, 17.6, 13.3, 25.1, 18.5
183, 6.7, 10.9, 16.0, 12.2
184, 18.5, 4.4, 29.4, 24.5
185, 14.6, 11.5, 15.1, 16.0
186, 19.3, 13.1, 18.4, 9.4
187, 19.1, 12.0, 18.2, 22.1
188, 11.7, 4.0, 24.9, 18.4
189, 5.3, 11.1, 22.7, 17.2
190, 19.3, 6.3, 19.1, 21.3
191, 27.8, 6.8, 28.8, 17.4
192, 8.1, 4.2, 27.9, 23.5
193, 18.4, 14.3, 21.4, 11.0
194, 23.3, 14.1, 20.6, 7.4
195, 21.8, 14.9, 24.2, 13.9
196, 29.2, 12.6, 26.1, 9.6
197, 20.2, 6.4, 16.9, 15.3
198, 14.7, 4.8, 19.9, 16.1
199, 15.3, 5.2, 21.3, 22.6
200, 27.3, 14.8, 27.7, 19.0
201, 20.4, 10.9, 17.7, 14.0
202, 22.2, 6.6, 27.8, 22.3
203, 16.2, 11.6, 23.5, 18.9
204, 10.6, 13.2, 18.1, 20.8
205, 18.0, 9.2, 22.4, 5.4
206, 14.8, 3.4, 19.2, 24.8
207, 14.4, 5.5, 19.8, 20.6
208, 25.5, 6.0, 27.9, 12.1
209, 26.6, 8.4, 18.1, 20.6
210, 22.7, 6.1, 26.7, 13.3
211, 23.0, 4.9, 25.6, 22.1
212, 29.4, 3.3, 19.8, 8.3
213, 6.6, 11.3, 28.9, 10.7
214, 14.0, 4.1, 18.7, 5.7
215, 15.8, 6.7, 16.4, 24.1
216, 23.1, 10.6, 20.3, 11.2
217, 9.6, 8.5, 29.2, 21.2
218, 25.7, 5.1, 29.5, 17.3
219, 12.9, 12.6, 25.2, 12.5
220, 10.5, 14.5, 17.5, 15.8
221, 24.6, 3.0, 22.0, 19.7
222, 24.6, 14.3, 26.7, 7.9
223, 21.7, 9.0, 23.8, 17.2
224, 21.4, 14.7, 17.6, 15.3
225, 12.2, 5.3, 22.1, 18.1
226, 28.3, 8.4, 21.2, 13.1
227, 15.9, 10.3, 15.5, 10.0
228, 24.9, 13.9, 22.1, 8.6
229, 24.6, 13.5, 23.7, 9.3
230, 19.8, 9.4, 26.7, 16.3
231, 9.1, 5.9, 24.4, 21.9
232, 10.9, 9.3, 22.9, 21.5
233, 23.0, 4.8, 22.7, 5.4
234, 12.1, 7.3, 23.2, 15.9
235, 25.6, 11.8, 22.3, 8.6
236, 27.9, 12.5, 19.3, 13.6
237, 23.4, 8.8, 24.5, 18.6
238, 22.1, 4.8, 28.8, 15.0
239, 13.7, 14.3, 26.3, 13.0
240, 27.5, 4.1, 21.2, 18.1
241, 6.8, 12.0, 28.8, 21.6
242, 16.7, 11.1, 22.3, 10.3
243, 16.7, 10.3, 19.7, 5.4
244, 19.5, 13.9, 28.4, 11.2
245, 5.7, 3.9, 20.4, 19.5
246, 24.3, 14.0, 27.8, 5.9
247, 9.4, 10.8, 28.1, 17.4
248, 23.0, 11.5, 24.4, 9.6
249, 10.5, 12.4, 20.3, 18.8
250, 7.5, 11.8, 24.7, 18.0
251, 21.6, 5.9, 18.8, 16.2
252, 11.3, 6.2, 20.6, 8.7
253, 8.1, 14.7, 16.8, 23.2
254, 13.2, 9.1, 26.6, 16.3
255, 13.2, 15.0, 28.9, 15.8
256, 15.5, 7.6, 17.0, 23.8
257, 10.5, 8.3, 28.8, 12.5
258, 22.6, 11.5, 29.8, 10.6
259, 7.7, 14.7, 24.0, 15.8
260, 16.2, 4.4, 15.2, 8.2
261, 21.8, 8.4, 20.9, 18.8
262, 16.7, 12.1, 27.8, 13.5
263, 7.0, 10.2, 20.8, 17.9
264, 8.3, 14.4, 18.5, 23.5
265, 26.2, 12.1, 23.4, 12.0
266, 6.5, 12.6, 15.7, 20.6
267, 23.2, 5.5, 18.9, 11.7
268, 12.3, 7.9, 25.7, 6.4
269, 16.8, 11.2, 15.5, 12.9
270, 29.2, 11.8, 20.5, 21.6
271, 11.5, 6.0, 23.1, 19.9
272, 14.9, 7.1, 26.7, 10.6
273, 26.6, 6.1, 22.3, 16.6
274, 12.6, 3.5, 21.7, 10.4
275, 8.5, 5.8, 27.4, 16.5
276, 25.0, 14.2, 29.9, 23.0
277, 5.1, 6.0, 16.1, 18.0
278, 16.3, 5.9, 26.2, 12.7
279, 21.4, 4.0, 15.5, 11.1
280, 11.6, 9.8, 28.7, 11.7
281, 17.6, 10.3, 18.9, 9.4
282, 10.1, 9.4, 24.7, 18.4
283, 14.1, 8.6, 22.7, 24.4
284, 12.8, 12.7, 17.4, 14.2
285, 16.8, 6.2, 19.5, 21.2
286, 22.8, 14.4, 21.2, 6.3
287, 21.4, 12.5, 22.8, 11.3
288, 9.5, 14.5, 29.1, 21.3
289, 8.1, 7.4, 18.2, 7.3
290, 10.6, 5.7, 21.5, 23.6
291, 6.9, 13.9, 19.1, 10.0
292, 12.2, 14.1, 25.6, 19.7
293, 25.7, 3.7, 28.0, 21.0
294, 5.5, 8.1, 25.0, 11.2
295, 26.7, 11.8, 20.4, 22.6
296, 22.4, 3.8, 25.6, 7.0
297, 7.8, 8.8, 19.4, 9.3
298, 22.8, 3.8, 15.1, 7.3
299, 19.5, 3.8, 24.4, 21.3
300, 22.9, 13.8, 27.4, 6.3
301, 18.2, 11.8, 29.1, 12.5
302, 23.7, 10.8, 24.3, 15.4
303, 8.6, 8.7, 18.8, 19.8
304, 26.4, 8.7, 27.8, 23.1
305, 17.5, 5.0, 24.8, 16.9
306, 16.2, 8.1, 28.5, 16.2
307, 15.7, 9.2, 17.5, 15.1
308, 19.4, 12.3, 16.6, 12.9
309, 9.8, 12.5, 22.4, 23.1
310, 19.0, 14.7, 16.6, 11.6
311, 25.9, 13.3, 16.7, 12.7
312, 19.2, 13.2, 16.1, 17.9
313, 18.7, 7.0, 26.9, 24.4
314, 12.7, 9.3, 26.5, 19.8
315, 26.6, 5.0, 24.3, 6.4
316, 9.2, 5.8, 15.4, 12.3
317, 29.3, 7.0, 16.8, 15.1
318, 9.3, 4.0, 25.6, 6.2
319, 23.1, 8.4, 22.2, 10.1
320, 9.2, 5.7, 23.4, 22.3
321, 16.9, 11.3, 16.9, 7.2
322, 17.0, 13.2, 22.1, 23.5
323, 9.1, 3.8, 20.9, 22.7
324, 16.6, 11.3, 29.1, 22.9
325, 28.0, 6.5, 28.3, 20.8
326, 13.2, 9.4, 29.5, 8.5
327, 19.3, 14.1, 20.5, 10.7
328, 26.0, 4.2, 24.5, 15.1
329, 9.2, 12.6, 20.6, 12.1
330, 24.8, 11.0, 24.9, 22.2
331, 10.4, 12.4, 25.0, 18.2
332, 14.8, 9.1, 19.0, 11.0
333, 21.1, 12.6, 26.8, 14.9
334, 21.5, 12.3, 16.9, 13.9
335, 9.9, 11.9, 27.8, 10.9
336, 17.5, 11.0, 28.8, 11.8
337, 12.3, 14.0, 18.2, 14.5
338, 12.4, 14.8, 20.1, 20.4
339, 20.4, 11.3, 15.5, 17.7
340, 22.4, 10.1, 20.0, 7.4
341, 15.9, 13.2, 24.0, 9.4
342, 23.3, 3.7, 26.5, 6.4
343, 6.6, 8.5, 26.6, 10.0
344, 29.5, 5.2, 21.3, 6.4
345, 29.3, 12.1, 16.9, 23.5
346, 8.8, 12.0, 23.6, 15.1
347, 14.6, 8.0, 15.8, 8.7
348, 17.9, 7.9, 22.1, 20.4
349, 21.0, 4.9, 17.2, 21.7
350, 29.9, 8.0, 18.3, 21.2
351, 24.3, 7.1, 15.7, 15.9
352, 25.7, 15.0, 21.4, 20.5
353, 29.2, 12.1, 28.7, 10.2
354, 15.9, 13.0, 26.3, 18.3
355, 17.7, 5.0, 29.4, 23.4
356, 8.5, 14.1, 29.7, 22.3
357, 18.2, 14.3, 18.6, 17.7
358, 5.2, 11.7, 17.5, 6.1
359, 13.0, 3.9, 24.3, 19.8
360, 11.8, 9.5, 25.2, 17.3
361, 15.1, 12.0, 29.6, 8.2
362, 25.0, 10.8, 29.0, 12.2
363, 16.7, 14.7, 15.5, 12.5
364, 25.1, 10.8, 25.6, 13.6
365, 27.1, 12.6, 25.0, 15.2
366, 10.6, 4.5, 26.7, 15.8
367, 14.2, 9.1, 24.3, 12.8
368, 5.3, 6.7, 26.0, 12.4
369, 25.9, 7.1, 20.8, 14.4
370, 21.4, 6.1, 28.0, 18.9
371, 25.1, 4.7, 19.2, 21.4
372, 13.3, 13.0, 16.3, 15.5
373, 19.3, 8.3, 19.4, 5.5
374, 11.8, 7.8, 26.5, 16.9
375, 13.7, 5.0, 22.0, 9.7
376, 21.5, 3.9, 17.2, 23.3
377, 5.0, 5.6, 29.7, 21.5
378, 25.6, 12.8, 22.2, 7.8
379, 15.9, 3.4, 19.0, 6.9
380, 11.9, 10.2, 26.3, 13.2
381, 27.2, 3.2, 24.8, 21.2
382, 18.3, 3.1, 22.4, 11.0
383, 13.1, 4.5, 26.1, 14.9
384, 11.7, 6.3, 27.4, 17.7
385, 5.1, 14.2, 21.8, 5.8
386, 28.3, 5.8, 29.3, 8.6
387, 11.4, 3.6, 23.7, 21.6
388, 9.4, 4.1, 23.2, 21.8
389, 23.1, 9.6, 22.7, 24.8
390, 17.0, 8.7, 24.7, 24.4
391, 12.6, 9.9, 19.3, 11.0
392, 28.5, 8.5, 20.9, 11.2
393, 28.6, 4.4, 17.0, 22.6
394, 8.9, 12.8, 16.6, 16.3
395, 7.0, 8.6, 16.4, 22.1
396, 29.5, 10.9, 18.3, 17.5
397, 23.8, 13.4, 26.2, 21.6
398, 12.6, 9.9, 21.1, 22.3
399, 9.5, 7.2, 25.8, 18.2
400, 13.5, 4.9, 29.5, 13.4
401, 5.8, 7.8, 21.4, 24.2
402, 6.3, 12.8, 26.9, 9.3
403, 28.8, 10.7, 17.4, 18.8
404, 14.3, 9.3, 25.2, 23.5
405, 25.0, 8.1, 23.3, 19.0
406, 22.5, 9.1, 24.2, 5.6
407, 16.4, 10.2, 16.0, 14.7
408, 22.6, 7.4, 26.0, 15.4
409, 13.7, 5.3, 25.2, 10.1
410, 21.4, 12.3, 29.6, 16.6
411, 5.3, 7.3, 23.4, 16.7
412, 25.3, 7.9, 23.9, 13.0
413, 8.9, 9.8, 22.1, 19.8
414, 15.6, 4.1, 22.6, 12.7
415, 15.1, 9.3, 17.0, 17.0
416, 9.2, 11.4, 20.2, 9.5
417, 10.7, 10.8, 21.3, 19.8
418, 6.6, 12.0, 16.9, 24.0
419, 5.6, 6.4, 26.0, 20.6
420, 11.2, 10.3, 19.9, 13.7
421, 23.3, 12.7, 23.1, 16.5
422, 29.9, 13.9, 24.0, 20.6
423, 8.2, 3.5, 17.5, 7.4
424, 18.0, 13.2, 17.5, 24.0
425, 29.5, 4.7, 28.6, 10.4
426, 15.1, 8.6, 27.7, 23.6
427, 6.7, 10.6, 29.9, 6.6
428, 11.2, 13.6, 26.9, 24.5
429, 12.3, 12.0, 24.3, 16.4
430, 11.2, 3.5, 19.6, 12.6
431, 24.9, 11.9, 15.2, 10.7
432, 18.4, 14.4, 18.7, 9.6
433, 23.4, 9.0, 17.9, 10.8
434, 24.8, 9.5, 26.2, 12.2
435, 28.2, 5.2, 22.8, 13.9
436, 5.1, 10.4, 26.0, 13.7
437, 7.4, 11.1, 25.8, 13.0
438, 23.4, 10.6, 22.6, 11.9
439, 24.4, 14.7, 16.1, 19.4
440, 28.3, 4.4, 26.1, 13.1
441, 6.6, 13.7, 22.4, 14.9
442, 11.7, 10.8, 19.1, 8.9
443, 18.3, 8.4, 16.8, 22.1
444, 21.9, 5.6, 18.8, 11.4
445, 23.5, 4.6, 26.7, 5.5
446, 22.3, 5.7, 18.4, 16.1
447, 6.5, 10.5, 25.5, 14.2
448, 21.3, 9.2, 19.8, 14.6
449, 25.8, 11.9, 20.3, 17.1
450, 15.2, 3.1, 17.7, 6.3
451, 17.9, 14.0, 17.8, 8.5
452, 26.0, 3.2, 25.6, 23.5
453, 23.7, 4.6, 15.9, 18.9
454, 18.4, 3.6, 16.0, 6.1
455, 18.1, 5.7, 20.6, 20.9
456, 8.7, 6.0, 15.5, 12.5
457, 21.5, 14.0, 26.8, 22.4
458, 14.7, 5.9, 17.7, 20.9
459, 21.7, 6.8, 19.0, 22.1
460, 17.6, 4.7, 16.7, 9.6
461, 18.0, 14.7, 20.9, 6.3
462, 25.2, 8.0, 15.6, 20.4
463, 7.9, 7.2, 25.3, 6.3
464, 23.0, 4.9, 18.5, 8.9
465, 13.5, 9.2, 15.6, 19.4
466, 25.4, 12.0, 18.5, 18.3
467, 29.0, 10.9, 28.5, 7.3
468, 24.2, 3.9, 19.1, 7.0
469, 25.4, 12.2, 27.1, 11.7
470, 19.4, 9.7, 25.9, 23.7
471, 26.4, 4.3, 28.0, 7.3
472, 10.6, 4.1, 17.7, 9.0
473, 13.2, 9.9, 25.4, 9.1
474, 14.3, 7.5, 20.3, 19.7
475, 8.5, 9.5, 22.5, 16.3
476, 24.5, 14.1, 23.0, 21.4
477, 20.7, 4.1, 16.7, 20.6
478, 11.9, 12.3, 28.4, 20.5
479, 28.0, 7.5, 15.2, 11.9
480, 8.1, 7.3, 19.1, 8.1
481, 24.1, 6.4, 23.1, 7.1
482, 20.2, 12.8, 25.8, 17.7
483, 29.9, 3.3, 22.2, 7.3
484, 10.5, 5.3, 15.3, 18.8
485, 15.7, 12.3, 19.7, 12.2
486, 28.5, 3.6, 21.6, 24.9
487, 15.1, 5.4, 19.0, 9.3
488, 18.0, 8.9, 25.3, 23.6
489, 27.4, 9.1, 26.3, 9.7
490, 12.0, 12.6, 26.5, 12.4
491, 13.0, 6.9, 25.3, 6.8
492, 7.3, 5.5, 15.5, 11.6
493, 17.8, 11.4, 18.9, 24.2
494, 11.2, 6.4, 27.8, 5.8
495, 11.0, 7.7, 21.4, 20.1
496, 21.1, 13.0, 24.3, 20.0
497, 26.4, 5.7, 26.3, 23.7
498, 7.4, 6.5, 22.6, 9.5
499, 17.6, 14.0, 29.0, 11.3
500, 14.7, 6.9, 27.5, 23.6
