287, 68.0, B
288, 74.4, B
289, 41.0, D
290, 61.4, C
291, 49.9, C
292, 71.6, B
293, 78.4, B
294, 49.8, C
295, 81.5, A
296, 58.8, C
297, 45.3, D
298, 49.0, D
299, 69.0, B
300, 70.4, B
301, 71.6, B
302, 74.2, B
303, 55.9, C
304, 86.0, A
305, 64.2, B
306, 69.0, B
307, 57.5, C
308, 61.2, C
309, 67.8, B
310, 61.9, C
311, 68.6, B
312, 66.4, B
313, 77.0, B
314, 68.3, B
315, 62.3, C
316, 42.7, D
317, 68.2, B
318, 45.1, D
319, 63.8, C
320, 60.6, C
321, 52.3, C
322, 75.8, B
323, 56.5, C
324, 79.9, A
325, 83.6, A
326, 60.6, C
327, 64.6, B
328, 69.8, B
329, 54.5, C
330, 82.9, A
331, 66.0, B
332, 53.9, C
333, 75.4, B
334, 64.6, B
335, 60.5, C
336, 69.1, B
337, 59.0, C
338, 67.7, B
339, 64.9, B
340, 59.9, C
341, 62.5, C
342, 59.9, C
343, 51.7, C
344, 62.4, C
345, 81.8, A
346, 59.5, C
347, 47.1, D
348, 68.3, B
349, 64.8, B
350, 77.4, B
351, 63.0, C
352, 82.6, A
353, 80.2, A
354, 73.5, B
355, 75.5, B
356, 74.6, B
357, 68.8, B
358, 40.5, D
359, 61.0, C
360, 63.8, C
361, 64.9, B
362, 77.0, B
363, 59.4, C
364, 75.1, B
365, 79.9, A
366, 57.6, C
367, 60.4, C
368, 50.4, C
369, 68.2, B
370, 74.4, B
371, 70.4, B
372, 58.1, C
373, 52.5, C
374, 63.0, C
375, 50.4, C
376, 65.9, B
377, 61.8, C
378, 68.4, B
379, 45.2, D
380, 61.6, C
381, 76.4, B
382, 54.8, C
383, 58.6, C
384, 63.1, C
385, 46.9, D
386, 72.0, B
387, 60.3, C
388, 58.5, C
389, 80.2, A
390, 74.8, B
391, 52.8, C
392, 69.1, B
393, 72.6, B
394, 54.6, C
395, 54.1, C
396, 76.2, B
397, 85.0, A
398, 65.9, B
399, 60.7, C
400, 61.3, C
401, 59.2, C
402, 55.3, C
403, 75.7, B
404, 72.3, B
405, 75.4, B
406, 61.4, C
407, 57.3, C
408, 71.4, B
409, 54.3, C
410, 79.9, A
411, 52.7, C
412, 70.1, B
413, 60.6, C
414, 55.0, C
415, 58.4, C
416, 50.3, C
417, 62.6, C
418, 59.5, C
419, 58.6, C
420, 55.1, C
421, 75.6, B
422, 88.4, A
423, 36.6, F
424, 72.7, B
425, 73.2, B
426, 75.0, B
427, 53.8, C
428, 76.2, B
429, 65.0, B
430, 46.9, D
431, 62.7, C
432, 61.1, C
433, 61.1, C
434, 72.7, B
435, 70.1, B
436, 55.2, C
437, 57.3, C
438, 68.5, B
439, 74.6, B
440, 71.9, B
441, 57.6, C
442, 50.5, C
443, 65.6, B
444, 57.7, C
445, 60.3, C
446, 62.5, C
447, 56.7, C
448, 64.9, B
449, 75.1, B
450, 42.3, D
451, 58.2, C
452, 78.3, B
453, 63.1, C
454, 44.1, D
455, 65.3, B
456, 42.7, D
457, 84.7, A
458, 59.2, C
459, 69.6, B
460, 48.6, D
461, 59.9, C
462, 69.2, B
463, 46.7, D
464, 55.3, C
465, 57.7, C
466, 74.2, B
467, 75.7, B
468, 54.2, C
469, 76.4, B
470, 78.7, B
471, 66.0, B
472, 41.4, D
473, 57.6, C
474, 61.8, C
475, 56.8, C
476, 83.0, A
477, 62.1, C
478, 73.1, B
479, 62.6, C
480, 42.6, D
481, 60.7, C
482, 76.5, B
483, 62.7, C
484, 49.9, C
485, 59.9, C
486, 78.6, B
487, 48.8, D
488, 75.8, B
489, 72.5, B
490, 63.5, C
491, 52.0, C
492, 39.9, F
493, 72.3, B
494, 51.2, C
495, 60.2, C
496, 78.4, B
497, 82.1, A
498, 46.0, D
499, 71.9, B
500, 72.7, B
